Value,Feature,importance,Min,Max,Scaler
172,DS_DG,0.09440175631174534,0,0.09440175631174534,1
162,MMS_delta_logit_psi,0.0889132821075741,0,0.09440175631174534,0.941860465
144,MMS_pathogenicity,0.07903402854006586,0,0.09440175631174534,0.837209302
123,DP_DL,0.06750823271130625,0,0.09440175631174534,0.715116279
105,MMS_efficiency,0.057628979143798026,0,0.09440175631174534,0.610465116
101,DP_AL,0.05543358946212953,0,0.09440175631174534,0.587209302
84,PseDNC_TT_alt,0.04610318331503842,0,0.09440175631174534,0.488372093
77,DS_DL,0.04226125137211855,0,0.09440175631174534,0.447674419
76,CCGR77_alt,0.04171240395170143,0,0.09440175631174534,0.441860465
62,SE1_diff,0.03402854006586169,0,0.09440175631174534,0.360465116
48,ASDC_CC_diff,0.026344676180021953,0,0.09440175631174534,0.279069767
46,MMI_CCT_diff,0.025246981339187707,0,0.09440175631174534,0.26744186
45,SCPseDNC_TG_diff,0.02469813391877058,0,0.09440175631174534,0.261627907
43,SCPseDNC_CG_diff,0.023600439077936335,0,0.09440175631174534,0.25
38,ASDC_GC_diff,0.020856201975850714,0,0.09440175631174534,0.220930233
33,SE2_ref,0.018111964873765093,0,0.09440175631174534,0.191860465
29,PseDNC_TG_alt,0.015916575192096598,0,0.09440175631174534,0.168604651
29,SE4_diff,0.015916575192096598,0,0.09440175631174534,0.168604651
28,DAC_Shift (RNA).lag1_diff,0.015367727771679473,0,0.09440175631174534,0.162790698
28,PseKNC_CAG_diff,0.015367727771679473,0,0.09440175631174534,0.162790698
28,SE5_ref,0.015367727771679473,0,0.09440175631174534,0.162790698
26,Geary_Shift (RNA).lag1_diff,0.014270032930845226,0,0.09440175631174534,0.151162791
25,PseDNC_GT_diff,0.013721185510428101,0,0.09440175631174534,0.145348837
24,PseDNC_CG_diff,0.013172338090010977,0,0.09440175631174534,0.139534884
24,CCGR60_ref,0.013172338090010977,0,0.09440175631174534,0.139534884
24,CCGR93_ref,0.013172338090010977,0,0.09440175631174534,0.139534884
23,SE5_diff,0.012623490669593854,0,0.09440175631174534,0.13372093
21,PseKNC_CGG_diff,0.011525795828759604,0,0.09440175631174534,0.122093023
19,MMI_ACT_diff,0.010428100987925357,0,0.09440175631174534,0.110465116
18,SCCGR4_ref,0.009879253567508232,0,0.09440175631174534,0.104651163
17,Geary_Slide (RNA).lag3_ref,0.009330406147091108,0,0.09440175631174534,0.098837209
14,MMI_CTT_diff,0.007683863885839737,0,0.09440175631174534,0.081395349
12,Moran_Shift (RNA).lag1_diff,0.006586169045005488,0,0.09440175631174534,0.069767442
10,Geary_Tilt (RNA).lag2_ref,0.005488474204171241,0,0.09440175631174534,0.058139535
10,CCGR73_ref,0.005488474204171241,0,0.09440175631174534,0.058139535
10,SE4_ref,0.005488474204171241,0,0.09440175631174534,0.058139535
9,ASDC_GT_ref,0.004939626783754116,0,0.09440175631174534,0.052325581
9,Zcurve12_C.z_alt,0.004939626783754116,0,0.09440175631174534,0.052325581
8,SE2_diff,0.0043907793633369925,0,0.09440175631174534,0.046511628
7,SFCGR19_alt,0.0038419319429198683,0,0.09440175631174534,0.040697674
5,CCGR28_ref,0.0027442371020856204,0,0.09440175631174534,0.029069767
4,PseDNC_GT_ref,0.0021953896816684962,0,0.09440175631174534,0.023255814
2,ASDC_GT_alt,0.0010976948408342481,0,0.09440175631174534,0.011627907
0,CCGR26_ref,0,0,0.09440175631174534,0
