name
(RNAPKplex_141alt*Freq100bp)
(MMS_delta_logit_psi/Rare100bp)
max(Freq100bp,Rare100bp)
max(ASDC_CC_diff,RNAPKplex_141alt)
max(ASDC_TA_alt,RNAPKplex_141alt)
(SFCGR19_ref*RNAPKplex_141alt)
(DS_DG-MMS_delta_logit_psi)
max(RNAPKplex_141alt,CCGR200_diff)
(DS_DG+DS_DL)
(RNAPKplex_141alt/Sngl100bp)
(ASDC_CC_diff/RNAPKplex_141alt)
(NMBroto_ShiftRNAlag3_diff/RNAPKplex_141alt)
(ASDC_CG_diff*RNAPKplex_141alt)
max(Sngl1000bp,RNAPKplex_141alt)
max(Rare10000bp,RNAPKplex_141alt)
(GerpN-MMS_delta_logit_psi)
(Rare10000bp/Freq100bp)
max(GerpN,RNAPKplex_141alt)
(RNAPKplex_141alt/blosum62_195)
(Rare100bp-DS_DL)
max(RNAPKplex_141alt,AC_ARGP820101lag2)
(ASDC_TA_alt*RNAPKplex_141alt)
(PseKNC_TAT_diff*RNAPKplex_141alt)
(RNAPKplex_141alt/AC_BEGF750101lag3)
(RNAPKplex_141alt/ZScale_p6z4)
(MGW51_ref-MMS_delta_logit_psi)
max(ASDC_TA_alt,DS_DG)
max(SCPseDNC_lamada_17_alt,RNAPKplex_141alt)
(Rare10000bp+RNAPKplex_141alt)
GroupByThenRank(Rare10000bp,Freq100bp)
(GerpS*DS_DL)
(RNAPKplex_141alt/CTDD_hydrophobicity_CASG9201013residue100)
(GerpS-DP_DL)
(Rare10000bp*RNAPKplex_141alt)
max(DP_DL,MMS_delta_logit_psi)
(RNAPKplex_141alt+DP_DL)
(RNAPKplex_141alt/blosum62_304)
(ZooVerPhyloP-MMS_efficiency)
(MMS_efficiency/blosum62_195)
(ZooVerPhyloP-MMS_delta_logit_psi)
(Rare10000bp-RNAPKplex_141alt)
(SFCGR19_ref-Rare100bp)
max(ASDC_CG_diff,RNAPKplex_141alt)
(MMS_efficiency*ZScale_p9z3)
(ZooVerPhyloP*SCPseDNC_lamada_14_alt)
(GerpN+DS_DL)
(Freq100bp*CCGR200_diff)
max(ZooVerPhyloP,AC_BEGF750101lag3)
(CCGR282_ref/MMS_delta_logit_psi)
max(DS_DG,DS_DL)
(MGW51_ref+MMS_delta_logit_psi)
(DAC_RollRNAlag3_diff*MMS_efficiency)
(MMS_efficiency/blosum62_304)
(Rare10000bp/RNAPKplex_141alt)
(MMS_delta_logit_psi*Freq100bp)
(MMS_delta_logit_psi-CCUusg_alt)
(CCGR146_ref*DS_DL)
(RNAPKplex_141alt/CCGR200_diff)
min(DP_DL,MMS_efficiency)
(RNAPKplex_141alt/DP_DL)
(NMBroto_ShiftRNAlag3_diff*Rare100bp)
(rsa_11-Freq100bp)
(RNAPKplex_141alt*DP_DL)
(MMS_efficiency+AC_ARGP820101lag2)
(ZooVerPhyloP*MMS_delta_logit_psi)
(MMS_delta_logit_psi/MMS_alt_donor)
(GerpS+AC_ARGP820101lag2)
(MGW54_ref/RNAPKplex_141alt)
(Sngl1000bp/Freq100bp)
(CCGR263_ref/RNAPKplex_141alt)
(MGW54_ref*RNAPKplex_141alt)
(RNAPKplex_141alt*blosum62_195)
(RNAPKplex_141alt/rsa_11)
(MMS_delta_logit_psi/CCGR146_ref)
(DS_DL+CTDC_secondarystructG2)
(ASDC_CG_diff/RNAPKplex_141alt)
(PseKNC_CTA_alt/MMS_delta_logit_psi)
(MMS_delta_logit_psi/blosum62_195)
(MMS_delta_logit_psi/ZScale_p6z4)
(Rare10000bp/ZooVerPhyloP)
(DS_DL*AAindex_p17ARGP820102)
(MMS_alt_donor*Rare100bp)
(RNAPKplex_141alt*CTDC_secondarystructG2)
min(DP_DL,MMS_delta_logit_psi)
(ZooVerPhyloP-ZScale_p6z4)
GroupByThenRank(Rare100bp,CTDC_secondarystructG2)
(ZooVerPhyloP-Rare100bp)
(DAC_RollRNAlag3_diff+DS_DL)
GroupByThenRank(Rare100bp,Sngl100bp)
(CCGR282_ref*MMS_delta_logit_psi)
(ASDC_CG_diff*MMS_efficiency)
max(CCGR272_ref,RNAPKplex_141alt)
(CCGR167_alt/MMS_efficiency)
(GerpS+CCGR167_alt)
(CCGR263_ref*MMS_efficiency)
(RNAPKplex_141alt/APAAC_Pc2Hydrophilicity1)
(RNAPKplex_141alt/AAindex_p14BEGF750103)
(Sngl1000bp+RNAPKplex_141alt)
GroupByThenRank(GerpN,Freq100bp)
CombineThenFreq(Rare100bp,blosum62_195)
(MMS_efficiency/CCGR146_ref)
(MGW54_ref*Rare100bp)
(SCPseDNC_lamada_14_alt+DS_DG)
min(MMI_TTT_diff,MMS_efficiency)
(APAAC_Pc2Hydrophilicity1+Rare100bp)
(SFCGR19_ref-DS_DL)
(MMS_efficiency/CTDC_secondarystructG2)
GroupByThenRank(Rare100bp,CCGR146_ref)
(RNAPKplex_141alt/CC_BEGF750103_ANDN920101_lag3)
GroupByThenMean(MMI_TTT_diff,DS_DL)
(CCGR167_alt+MMS_efficiency)
(SCPseDNC_lamada_17_alt/Freq100bp)
(ASDC_CC_diff*RNAPKplex_141alt)
(MMS_efficiency/CTDD_hydrophobicity_CASG9201013residue100)
(CCGR175_ref-MMS_delta_logit_psi)
(MMS_efficiency*AC_ARGP820101lag2)
(SCPseDNC_lamada_16_ref+DS_DL)
(ZooVerPhyloP/MMS_delta_logit_psi)
(RNAPKplex_141alt/CCGR217_diff)
(NMBroto_ShiftRNAlag3_diff+DS_DL)
(CCGR167_alt/MMS_delta_logit_psi)
(PseKNC_TAT_diff/RNAPKplex_141alt)
(DAC_RollRNAlag3_diff-DS_DL)
(SCPseDNC_lamada_17_alt*RNAPKplex_141alt)
(RNAPKplex_141alt-CTDD_hydrophobicity_CASG9201013residue100)
(DP_DL-Freq100bp)
(Freq100bp-ZScale_p9z3)
(SCPseDNC_lamada_5_alt/Freq100bp)
(MMS_delta_logit_psi*ZScale_p9z3)
(RNAPKplex_141alt/AAindex_p12ARGP820101)
min(CCGR263_ref,Freq100bp)
max(ZooVerPhyloP,DAC_RollRNAlag3_diff)
(CCGR167_alt*MMS_efficiency)
GroupByThenRank(MMS_delta_logit_psi,CCGR217_diff)
CombineThenFreq(Freq100bp,AAindex_p17ARGP820102)
(MMS_efficiency+CCUusg_alt)
(ZooVerPhyloP+GerpN)
(MMS_efficiency*ZScale_p6z4)
(GerpN-MMS_efficiency)
(ZooVerPhyloP-MGW54_ref)
(MMS_efficiency+blosum62_304)
GroupByThenMean(CCUusg_alt,DS_DL)
(CCGR263_ref/Freq100bp)
Combine(Freq100bp,AAindex_p17ARGP820102)
(CCGR167_alt+DS_DL)
(AC_ARGP820101lag2/Freq100bp)
(DS_DL+blosum62_195)
(ASDC_TA_alt/RNAPKplex_141alt)
(MMS_alt_donor+MMS_efficiency)
(APAAC_Pc2Hydrophilicity1+Freq100bp)
Combine(Freq100bp,CCGR146_ref)
(Sngl1000bp*RNAPKplex_141alt)
min(NMBroto_SlideRNAlag3_diff,MMS_delta_logit_psi)
(SCPseDNC_AT_diff*MMS_efficiency)
(RNAPKplex_141alt*APAAC_Pc2Hydrophilicity1)
